id_transaccion,id_usuario,fecha,hora,dias_antiguedad_cuenta,email_verificado,categoria,monto,es_online,tipo_tarjeta,pais_emision,pais_pago,mismo_envio_facturacion,tipo_dispositivo,sistema_operativo,dispositivo_nuevo,uso_vpn_proxy,paso_3d_secure,minutos_desde_ultima_tx,es_fraude
sdv-id-DqJRbs,8f1c5f8c-f1ae-4af9-a826-a561bf1a61d7,1970-01-01,20:27:05,826,dianekirby@example.com,Health,171.09,1,Visa,ESP,CHN,1,Mobile,Linux,0,0,0,1031,0
sdv-id-eCXlNp,d2690f57-b14e-4a2e-9187-7bc86abda041,1970-01-01,17:56:24,1095,rtorres@example.org,Retail,437.5,1,Mastercard,ESP,ESP,0,Tablet,macOS,1,1,1,952,0
sdv-id-LrbLUZ,bd1531c8-3764-4bda-b108-d4482f65fafa,1970-01-01,23:07:37,771,megan25@example.org,Food,679.23,1,Visa,ESP,ESP,0,Tablet,Windows,1,0,1,92,1
sdv-id-LlbsdT,8d7da747-d48d-4f9a-8be1-a297a8222853,1970-01-01,07:31:26,443,reynoldsjose@example.org,Health,187.18,1,Visa,ESP,MEX,1,Tablet,Windows,1,0,0,806,1
sdv-id-cWNgsx,20323ec5-2f4c-4a5e-869c-4218ecb55c92,1970-01-01,10:53:50,1163,lynn37@example.net,Retail,88.07,1,Amex,ESP,ESP,1,Tablet,Android,0,1,0,1104,0
sdv-id-gBqiob,07a1012a-e8f8-4e43-8b99-69081d575d69,1970-01-01,09:00:57,1369,thomas38@example.net,Health,599.11,1,Visa,ESP,ESP,0,Desktop,iOS,1,1,1,418,1
sdv-id-PautBe,a2cd1590-58af-493c-8aa2-b4c93ba5bd76,1970-01-01,15:13:38,1270,brandon89@example.com,Travel,89.69,1,Mastercard,ESP,ESP,1,Tablet,iOS,0,0,0,202,0
sdv-id-hcmniN,129543a4-fcc3-4cc7-bd67-eb3e836d2c1f,1970-01-01,17:29:46,458,donna48@example.net,Retail,457.96,1,Visa,ESP,BEL,1,Mobile,iOS,0,1,0,2633,1
sdv-id-QFExOG,11e12ee9-f664-42b9-b8d8-061976538a69,1970-01-01,15:05:47,977,jeannecooper@example.org,Retail,1895.36,1,Visa,ESP,COL,0,Desktop,iOS,1,0,0,2,1
sdv-id-zYKQIl,4c33bad3-fd8f-4ea8-b920-9ed6752e9f49,1970-01-01,16:02:16,836,williamsmith@example.com,Food,496.19,1,Visa,ESP,ESP,0,Desktop,Android,1,0,0,124,1
sdv-id-UoShAe,8ed6ad5e-1831-4aa3-9466-9d1910df9974,1970-01-01,21:31:52,1302,thompsonjustin@example.net,Travel,179.99,1,Amex,ESP,ESP,1,Desktop,iOS,1,1,1,952,0
sdv-id-pNDwnu,aa63ab55-3bb9-4fa9-bb7c-15603a3a2365,1970-01-01,21:02:06,713,heathchristopher@example.org,Travel,1212.37,1,Mastercard,ESP,ZAF,0,Tablet,Windows,0,1,0,21,0
sdv-id-ywybNj,acd3d56f-3257-49cd-9571-276b33474b1b,1970-01-01,12:25:40,1038,estradajoshua@example.org,Retail,35.71,1,Visa,ESP,ARE,1,Tablet,macOS,0,1,1,2473,0
sdv-id-guOcVQ,7bdeb381-f4fc-46bc-812d-b1c403c3c30d,1970-01-01,06:37:39,576,michael55@example.net,Retail,29.69,1,Amex,ESP,ARG,0,Mobile,Windows,0,0,1,2765,0
sdv-id-dCwPIh,262b2cda-00dc-4949-8740-7d86fa3a4705,1970-01-01,20:35:42,683,colinblackwell@example.org,Retail,582.85,1,Mastercard,ESP,GBR,0,Mobile,iOS,1,1,1,595,0
sdv-id-mtzyXd,09f64405-0b99-4034-8a4e-255280051b10,1970-01-01,05:59:23,999,rlewis@example.net,Travel,12.24,1,Visa,ESP,MEX,1,Tablet,iOS,0,1,0,2470,1
sdv-id-cmxnjg,2b31b5e7-40ed-4d57-84a6-24f3231830a3,1970-01-01,21:46:52,36,matthew45@example.net,Health,107.46,1,Mastercard,ESP,KEN,0,Tablet,Android,0,1,1,2649,0
sdv-id-VpLGfY,305bad26-9de9-4518-ac5c-113810b4caaf,1970-01-01,22:18:07,1140,anthonyschmidt@example.net,Health,985.98,1,Visa,ESP,KOR,0,Tablet,Android,1,0,1,4,0
sdv-id-jDkgta,6df5fa4a-4a8e-4dd2-a067-982478adb182,1970-01-01,22:10:03,1046,alexander70@example.com,Tech,152.74,1,Amex,ESP,ESP,1,Mobile,macOS,1,1,0,31,0
sdv-id-ngIfdY,32f8dbab-b462-43e8-9c41-8a83eb04159c,1970-01-01,21:55:32,618,nmunoz@example.org,Gaming,590.05,1,Mastercard,ESP,ESP,0,Desktop,Linux,1,0,1,1955,0
sdv-id-SWnwIU,3d67cde9-2834-44c0-94c8-b3b4a911d192,1970-01-01,10:19:59,583,danielmitchell@example.com,Gaming,489.08,1,Mastercard,ESP,ESP,0,Mobile,macOS,0,0,1,1044,1
sdv-id-QSkYuo,7ab4d358-8f60-48e7-9cf8-5fc4db6fdf8b,1970-01-01,20:41:01,84,lortiz@example.org,Gaming,1751.64,1,Amex,ESP,ESP,0,Mobile,Windows,1,0,1,266,1
sdv-id-nprPfk,d1d1fad2-3568-4205-a690-9ced4d60e385,1970-01-01,19:25:08,1191,egonzalez@example.net,Gaming,420.51,1,Mastercard,ESP,ARE,1,Tablet,macOS,1,1,0,44,1
sdv-id-Majkra,cdf392f9-aa6c-4ab9-9ffb-ad3730a0d16d,1970-01-01,15:36:21,656,davidwoods@example.net,Tech,191.66,1,Mastercard,ESP,NLD,1,Desktop,Linux,0,0,1,30,0
sdv-id-aLtyOT,5be330e5-2a5e-481a-82c2-7ee1ff57c8d4,1970-01-01,05:15:36,1085,pjones@example.org,Gaming,1180.65,1,Mastercard,ESP,ESP,1,Desktop,Android,1,1,0,1320,0
sdv-id-WbXSWy,673d2405-d1c4-4de4-9b31-e68b0b1c0116,1970-01-01,04:28:13,437,tammy78@example.com,Gaming,489.0,1,Mastercard,ESP,ESP,0,Mobile,Linux,0,0,0,34,0
sdv-id-sOkVqk,c9ac376c-fe11-430e-90fc-fdaa274b369e,1970-01-01,17:36:00,1411,hannah66@example.net,Tech,336.73,1,Mastercard,ESP,ITA,1,Desktop,Android,1,0,0,5,0
sdv-id-rBYGVK,09b7fdf7-7d8d-4ddd-acf1-49cb4f1e1a37,1970-01-01,21:38:26,1424,nburgess@example.net,Food,136.96,1,Visa,ESP,DEU,0,Desktop,Android,1,0,0,350,0
sdv-id-WcaxBv,e3f9899a-62ba-4966-b388-cf1bd0f383cd,1970-01-01,02:30:25,674,pearsoncheyenne@example.org,Health,609.87,1,Amex,ESP,COL,0,Desktop,iOS,0,0,0,3,1
sdv-id-SGNSYD,457e55cb-4d13-4338-8cc4-c0a9af5a01cc,1970-01-01,04:36:21,295,trusso@example.org,Travel,87.81,1,Amex,ESP,BEL,0,Desktop,iOS,1,1,1,251,1
sdv-id-zYKOma,14e1aabd-a20c-44ba-a5b0-8e26fc52a468,1970-01-01,22:12:30,1038,xruiz@example.com,Retail,518.29,1,Mastercard,ESP,SGP,1,Mobile,iOS,1,1,0,23,0
sdv-id-Zssdhb,8dd7e052-44e7-4702-84c4-7757e2db1ce3,1970-01-01,13:23:33,230,sarajohnson@example.org,Food,1884.66,1,Amex,ESP,ZAF,0,Tablet,Windows,1,1,0,3,1
sdv-id-EaXoqv,5cafca04-7317-48c7-a190-9c434e82263e,1970-01-01,15:38:59,41,cynthia85@example.net,Gaming,955.3,1,Visa,ESP,ESP,1,Mobile,Android,1,1,0,2712,0
sdv-id-rrSXwM,d8c024a9-a99e-4f9b-b68e-af5851ddaa9d,1970-01-01,14:44:08,1003,silvapatricia@example.com,Travel,1676.75,1,Visa,ESP,MEX,0,Desktop,macOS,0,0,1,3,1
sdv-id-bEqzrw,f56febb1-484b-424b-806e-10295b4d5bbf,1970-01-01,22:57:39,888,regina59@example.net,Tech,231.94,1,Visa,ESP,ESP,1,Mobile,Windows,1,1,1,524,0
sdv-id-jcfnpS,6a1afce6-9d6a-4282-a830-fc292f5cc178,1970-01-01,04:36:19,1155,boydmadison@example.com,Gaming,528.33,1,Mastercard,ESP,MEX,0,Tablet,iOS,1,0,0,2326,0
sdv-id-eNfIfA,d8fbd542-43b7-4bf2-9604-153c522c5c44,1970-01-01,17:39:06,465,xrussell@example.net,Retail,425.93,1,Mastercard,ESP,ZAF,0,Desktop,Linux,0,0,0,224,1
sdv-id-ddMeRm,94c8a69d-44b1-41ee-b948-36f27eaab0a1,1970-01-01,15:02:03,1019,annette63@example.org,Travel,25.69,1,Visa,ESP,COL,1,Desktop,iOS,0,0,1,575,0
sdv-id-JVgGhm,b2b8d698-5dd0-455c-b986-f498b52f80c9,1970-01-01,17:39:03,65,hbarron@example.net,Retail,40.06,1,Visa,ESP,ESP,1,Tablet,Linux,0,0,1,2716,0
sdv-id-BAPnqv,c6e9c9c4-df46-4896-8dbc-3b08abc9fbb3,1970-01-01,02:51:44,926,allison47@example.org,Food,207.87,1,Visa,ESP,THA,0,Tablet,Linux,0,1,0,2013,0
sdv-id-IuHJzB,c395428a-024f-4385-a2ef-2b77a0d69a59,1970-01-01,22:19:45,303,daniel16@example.org,Health,530.44,1,Mastercard,ESP,MEX,0,Desktop,iOS,0,1,0,3,1
sdv-id-QZwlus,a0e3fbf5-2a4d-4662-875a-58b8ee1a878a,1970-01-01,03:59:32,471,misty94@example.com,Gaming,436.18,1,Mastercard,ESP,ESP,0,Mobile,Android,1,1,0,2550,0
sdv-id-pXxgHd,40ef2762-212b-4709-92de-e9714dafde3f,1970-01-01,15:03:34,244,cadams@example.org,Retail,1986.74,1,Mastercard,ESP,ESP,0,Mobile,Android,1,1,1,2,1
sdv-id-konNyt,50a7db25-446b-47ee-b2a4-1cc592dc7824,1970-01-01,21:17:19,641,samantha53@example.net,Travel,57.27,1,Amex,ESP,ESP,1,Tablet,Windows,0,1,0,1413,1
sdv-id-fwAJev,9099a283-eedb-4ce5-a7fe-cdcd2528b516,1970-01-01,18:59:01,1103,wallsdonald@example.net,Tech,341.21,1,Amex,ESP,ESP,0,Desktop,macOS,0,0,0,1028,0
sdv-id-yrXmAd,df96048a-453b-47f5-a20a-69d3ed601f49,1970-01-01,08:47:35,16,lwolfe@example.com,Food,1221.75,1,Visa,ESP,JPN,0,Desktop,Android,0,1,1,1718,1
sdv-id-lAodjD,62c57829-6210-4734-9ded-b8538658c2e5,1970-01-01,17:21:33,965,portertimothy@example.org,Tech,1521.69,1,Amex,ESP,SGP,1,Tablet,iOS,1,1,1,78,0
sdv-id-KpCNOL,48924bd6-e399-40dd-8e1f-39bee4edc295,1970-01-01,16:34:00,673,robertweber@example.org,Food,338.0,1,Mastercard,ESP,ESP,1,Tablet,Linux,0,0,0,119,0
sdv-id-TkJljW,8d87513b-c062-44a2-9213-e852372046a8,1970-01-01,21:29:09,122,walkersteven@example.com,Travel,477.58,1,Amex,ESP,CHN,0,Tablet,Android,0,1,0,447,0
sdv-id-naJpGA,c438eae0-b5d0-4595-a4f8-9e23af39f2ce,1970-01-01,02:31:40,267,renee06@example.org,Travel,5.17,1,Mastercard,ESP,ESP,1,Tablet,macOS,1,0,1,1446,0
sdv-id-uOBsiR,ceef7261-bb15-42ea-8991-2f464ce6928b,1970-01-01,20:34:22,1465,joesalas@example.net,Travel,377.29,1,Visa,ESP,ESP,1,Mobile,Android,0,0,1,2879,0
sdv-id-kKlarc,8a9da702-660f-44e6-845d-3231c6f7cc83,1970-01-01,05:17:53,971,butlermegan@example.com,Travel,553.26,1,Amex,ESP,MAR,0,Mobile,macOS,1,1,1,12,1
sdv-id-TDrsce,fea9c616-db59-4a43-81a0-3734baf362fb,1970-01-01,22:05:28,796,tranlarry@example.com,Gaming,442.33,1,Mastercard,ESP,ARE,0,Mobile,macOS,1,0,0,75,1
sdv-id-ssbaZp,275ac9d6-0b9f-47a5-9510-f78642004a56,1970-01-01,04:07:51,598,robertelliott@example.net,Tech,1185.59,1,Amex,ESP,BEL,1,Desktop,Windows,0,1,0,5,1
sdv-id-opCCpN,a5588005-6527-4d38-b3db-22db6b76c990,1970-01-01,03:30:33,317,ortizsherri@example.net,Food,1106.86,1,Amex,ESP,NLD,0,Tablet,iOS,0,0,1,28,1
sdv-id-KpLunl,95a3ba61-8ec5-45cb-983b-ee9b23b6ce8c,1970-01-01,20:35:59,1413,brian19@example.com,Health,461.37,1,Amex,ESP,ESP,0,Desktop,Android,1,0,1,264,1
sdv-id-DtRSie,94340a03-3f07-4814-91d6-3f78e3e9de99,1970-01-01,18:49:20,554,stephanierice@example.org,Travel,978.17,1,Amex,ESP,ESP,0,Tablet,iOS,0,1,0,1073,1
sdv-id-Jieelc,227c27df-377f-4ac2-be19-cad732af7b95,1970-01-01,20:01:32,424,jennifer71@example.net,Health,143.33,1,Mastercard,ESP,AUT,0,Mobile,Android,0,0,0,57,1
sdv-id-HBDtxn,7ab4d358-8f60-48e7-9cf8-5fc4db6fdf8b,1970-01-01,19:42:37,851,fmiller@example.net,Food,208.81,1,Amex,ESP,ESP,0,Mobile,macOS,1,1,1,161,0
sdv-id-OSIUfG,eb02c661-1dc3-4362-9691-c83a7687853e,1970-01-01,12:34:59,135,lopezclayton@example.org,Health,1683.98,1,Amex,ESP,NLD,0,Mobile,Android,1,1,0,2,1
sdv-id-KWROUn,0aaf1b46-35ac-471b-9f9e-c8e93ed71432,1970-01-01,17:58:49,374,chavezjoshua@example.org,Food,198.02,1,Mastercard,ESP,ESP,1,Tablet,iOS,0,1,1,817,1
sdv-id-VAoKVo,ba5943e8-4c29-412a-b543-622eca8492aa,1970-01-01,23:37:42,387,victoria19@example.com,Food,1152.67,1,Amex,ESP,ITA,0,Mobile,Linux,1,0,1,79,1
sdv-id-NJyYEK,24f384ef-df3d-4d65-bc25-bce108c2d2ce,1970-01-01,12:56:59,507,kevin32@example.com,Health,120.18,1,Amex,ESP,CAN,0,Mobile,Windows,1,0,0,107,0
sdv-id-OSCYgB,bda3c162-3a78-464a-9d86-80cbb90800f3,1970-01-01,13:58:18,428,hernandezamanda@example.net,Travel,1281.1,1,Mastercard,ESP,FRA,0,Tablet,Windows,1,0,0,17,1
sdv-id-OTwREr,cb9aefff-6ef7-45aa-9f7a-63af9cc41ca3,1970-01-01,05:53:15,1080,christopherjenkins@example.net,Gaming,1369.15,1,Amex,ESP,ESP,0,Desktop,macOS,0,0,1,240,1
sdv-id-ubbnqk,eb068b1e-6fc0-474f-97d7-14f13192c29c,1970-01-01,12:06:31,476,melissa54@example.org,Travel,1544.83,1,Mastercard,ESP,CHE,1,Tablet,Linux,1,0,0,1110,1
sdv-id-JabHRi,30318a12-2864-4c4b-9c47-581ecf3ff26a,1970-01-01,10:45:03,1489,clarktammy@example.org,Gaming,705.69,1,Visa,ESP,KEN,0,Mobile,macOS,0,0,0,21,1
sdv-id-gPPLOB,d239abdf-570b-4e97-b446-9c3244dc6f42,1970-01-01,18:08:48,208,mirandachavez@example.net,Travel,447.68,1,Visa,ESP,ESP,1,Desktop,macOS,1,1,0,1121,0
sdv-id-EBABEK,e39eb7c2-6ac9-4528-a5f7-01fee493998a,1970-01-01,15:17:41,901,castilloangela@example.org,Health,86.27,1,Visa,ESP,BRA,0,Mobile,Android,0,1,0,2031,1
sdv-id-NQqfKU,7f4a3544-817c-481a-afbc-2464ea524c69,1970-01-01,14:34:50,1185,randybarnett@example.com,Tech,1265.23,1,Mastercard,ESP,AUT,0,Mobile,Windows,1,1,1,4,1
sdv-id-PstVhK,4e6120f3-af52-477c-b243-cee9facd64f1,1970-01-01,15:29:59,171,jennifer03@example.net,Health,620.27,1,Visa,ESP,EGY,0,Tablet,Linux,1,0,0,3,1
sdv-id-ajbDdX,75863743-9174-4c0b-aeb7-4413454f3fbf,1970-01-01,14:48:18,1057,aguilardouglas@example.org,Retail,44.79,1,Mastercard,ESP,ESP,1,Mobile,iOS,1,0,1,2879,0
sdv-id-QLKvpC,b26f8bb2-3178-4dbb-9f7f-acac0814b225,1970-01-01,10:14:23,652,markcooper@example.org,Health,777.57,1,Amex,ESP,RUS,1,Tablet,Android,1,0,0,52,0
sdv-id-utyeDd,e1316354-e574-4dde-ad19-378ef64ff128,1970-01-01,23:26:48,500,jgonzalez@example.com,Food,9.15,1,Visa,ESP,BEL,1,Mobile,iOS,0,0,1,160,0
sdv-id-TuxSly,1f08f855-8d85-4df1-8309-4f28fe0d40b4,1970-01-01,23:12:29,348,gerald34@example.net,Gaming,823.13,1,Amex,ESP,ARE,0,Tablet,iOS,0,1,0,676,1
sdv-id-hTERKe,84cda1d2-3c32-42ee-a437-e3804a10ff5a,1970-01-01,10:40:38,724,harrisamber@example.com,Retail,447.85,1,Amex,ESP,ESP,1,Mobile,Android,0,1,0,206,1
sdv-id-WUQmiZ,050fd4d6-70fe-4ca2-8cec-314982f8065a,1970-01-01,08:16:07,790,crawfordpeter@example.org,Health,844.46,1,Mastercard,ESP,CHL,1,Desktop,Windows,1,0,0,281,1
sdv-id-StAdDr,6df5fa4a-4a8e-4dd2-a067-982478adb182,1970-01-01,17:42:18,381,crawfordlisa@example.net,Health,47.29,1,Mastercard,ESP,ESP,1,Desktop,Android,0,0,1,125,0
sdv-id-FMMGsf,d8bca7d6-466a-4107-8f7d-82c7ff0df117,1970-01-01,07:25:14,550,elizabeth61@example.com,Retail,55.29,1,Visa,ESP,ITA,1,Desktop,Android,1,0,1,2372,0
sdv-id-smSyRU,c2e79a98-5c23-4d8d-b1da-35b94eea9db8,1970-01-01,22:07:20,343,matthew54@example.org,Gaming,588.86,1,Amex,ESP,CHN,0,Mobile,Android,0,1,0,13,1
sdv-id-ABdUEu,5f2acb16-8384-407b-bd11-71490a37409c,1970-01-01,00:45:19,751,lkent@example.org,Health,186.13,1,Amex,ESP,KEN,1,Desktop,macOS,0,1,0,415,1
sdv-id-kjOTaQ,3360d115-48b5-4c88-8f63-5f4a2b9a118e,1970-01-01,15:11:44,1296,galvanbrendan@example.com,Health,1209.85,1,Mastercard,ESP,ARE,0,Tablet,Linux,1,1,0,104,1
sdv-id-ExdkOQ,fa75b5fc-7921-40b3-aa0a-8302276f8e0d,1970-01-01,21:12:49,440,sarahsmith@example.net,Tech,10.88,1,Visa,ESP,ESP,1,Tablet,Android,0,0,1,864,0
sdv-id-RQaRCX,f5948a54-5f80-4eeb-943a-9aff659b0105,1970-01-01,05:24:48,1085,nschmidt@example.com,Food,1459.32,1,Mastercard,ESP,ESP,0,Desktop,Windows,0,1,1,2,1
sdv-id-FqfBge,852d23cd-ced9-4eb2-bac2-a13bc8a8a522,1970-01-01,00:56:46,1429,tina57@example.org,Food,1267.97,1,Mastercard,ESP,CHN,0,Desktop,Linux,0,1,0,145,1
sdv-id-eXvveo,f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,1970-01-01,19:42:26,1242,shortadam@example.org,Health,879.15,1,Amex,ESP,ARE,0,Tablet,Windows,0,1,0,2,1
sdv-id-ZYtrIc,20667c02-d32d-4358-ab50-4c94a2d2c137,1970-01-01,15:48:37,522,melissahartman@example.org,Gaming,719.41,1,Amex,ESP,ESP,0,Desktop,macOS,0,1,1,1905,1
sdv-id-vWZpCF,e5d0111f-8521-46cd-8e30-0e9c8edb0ef1,1970-01-01,03:17:57,934,wmullins@example.net,Tech,412.84,1,Mastercard,ESP,KOR,1,Desktop,Android,1,0,1,69,0
sdv-id-YkbFtI,adecfcd3-37c3-48f7-b151-bed7527fd409,1970-01-01,16:56:42,1339,tylerbrooks@example.org,Travel,68.13,1,Amex,ESP,UKR,1,Desktop,macOS,0,1,0,2879,0
sdv-id-cCquuX,922e3abc-7ada-41a6-bc2a-5ca20c921749,1970-01-01,23:20:06,1439,cliffordgarza@example.org,Tech,713.52,1,Mastercard,ESP,ITA,1,Mobile,Android,1,0,0,459,0
sdv-id-jHUVMg,31483d3d-a289-417a-9758-16c690060c5a,1970-01-01,21:09:09,1059,npearson@example.org,Tech,703.53,1,Visa,ESP,ESP,1,Desktop,Windows,1,1,1,15,1
sdv-id-SUBmtP,8a9f70e6-68bf-44fe-a96f-0161d00f207b,1970-01-01,00:58:45,135,ymoore@example.org,Travel,603.42,1,Visa,ESP,JPN,0,Tablet,macOS,0,0,1,427,0
sdv-id-BzaGdG,924e48b4-504e-4b66-874c-146ccea6c978,1970-01-01,00:48:39,562,joannasheppard@example.org,Health,1498.69,1,Visa,ESP,FRA,0,Desktop,Android,1,1,1,4,1
sdv-id-yUkRWF,f1e4c27a-1cab-47e2-823c-794a415a53c1,1970-01-01,10:17:58,1498,salinaskatrina@example.net,Retail,1146.88,1,Mastercard,ESP,IND,0,Tablet,Linux,0,0,1,165,1
sdv-id-lbUuRW,66205167-17cf-475f-898b-cf673f8dcf96,1970-01-01,13:56:44,413,alyssareese@example.org,Health,1708.78,1,Amex,ESP,BRA,0,Tablet,Windows,1,0,1,10,1
sdv-id-pFJpaP,149cc4a8-5acd-4fb5-b79d-6d316bd7117b,1970-01-01,05:49:12,1436,hrodriguez@example.org,Retail,7.14,1,Visa,ESP,ESP,1,Desktop,Android,0,1,0,2852,0
sdv-id-mwyLQc,acb15b9b-fd60-4b05-830f-7e8014f7f2c0,1970-01-01,15:37:15,1123,rodrigueznathaniel@example.org,Gaming,549.49,1,Amex,ESP,RUS,1,Desktop,Android,1,1,1,1704,1
sdv-id-GryIbk,2ea9ef6c-4905-4b93-890a-83b4b639529e,1970-01-01,06:39:23,227,kimberlylowe@example.org,Travel,687.07,1,Mastercard,ESP,MAR,0,Tablet,Android,1,1,1,1005,1
sdv-id-VsCOrx,84221d34-d876-42b5-8607-8b108bac739c,1970-01-01,12:21:54,157,lawrence09@example.org,Retail,652.91,1,Mastercard,ESP,THA,1,Desktop,iOS,0,1,0,137,1
sdv-id-jeQYIl,2c154804-0997-49a3-b919-955c9be4f19f,1970-01-01,04:09:37,1484,bradley62@example.com,Travel,298.11,1,Mastercard,ESP,SAU,1,Desktop,iOS,0,1,0,1753,0
sdv-id-DIFPmq,c0ff8a48-8050-4038-817e-dfa06cc72e8c,1970-01-01,06:48:20,694,larryjames@example.com,Gaming,40.81,1,Amex,ESP,CHN,1,Tablet,macOS,1,1,0,348,0
sdv-id-ImWnJS,802b1bf4-b8ff-415c-9727-20fa73a27c7b,1970-01-01,22:39:43,460,gilbertbrittany@example.com,Tech,123.7,1,Amex,ESP,NLD,1,Desktop,Linux,1,1,0,1975,1
sdv-id-QrJNqW,df02774d-9482-442f-8095-3c13f06bffa4,1970-01-01,13:19:44,63,sherrigarcia@example.com,Retail,1126.7,1,Visa,ESP,UKR,0,Desktop,Android,1,1,0,4,1
sdv-id-QkeAkz,df996726-5c36-4f5c-a23f-3abf0441e22c,1970-01-01,05:17:17,317,christinakeith@example.net,Travel,304.32,1,Visa,ESP,COL,1,Mobile,Windows,0,0,1,1226,0
sdv-id-jwkgjz,b0a54488-37db-4531-bf71-0a1ac40febad,1970-01-01,06:31:34,33,cherylharris@example.net,Retail,114.28,1,Amex,ESP,SAU,0,Desktop,Linux,0,0,0,51,0
sdv-id-SGxocO,40a26c60-0d27-4659-b72a-da9b2f32751e,1970-01-01,18:57:52,573,jeffery04@example.com,Health,1231.67,1,Visa,ESP,CHL,0,Tablet,iOS,1,1,0,598,0
sdv-id-SdOGBj,73069588-45d5-468d-a90a-3abbc35b9fea,1970-01-01,21:42:19,351,wellsashley@example.net,Retail,281.59,1,Mastercard,ESP,MAR,0,Mobile,Android,0,0,1,1228,1
sdv-id-ytdKUe,e47f9c7e-07ec-4d32-89e4-ec2813d88e04,1970-01-01,04:37:52,539,rebecca48@example.org,Travel,552.83,1,Mastercard,ESP,DEU,0,Mobile,iOS,0,1,0,554,0
sdv-id-rtcfrS,60a525ef-9906-4aac-87e7-f31f82383310,1970-01-01,22:23:12,611,amyweaver@example.net,Tech,1592.08,1,Amex,ESP,ESP,0,Mobile,macOS,0,1,0,914,1
sdv-id-GHhZZL,c4c608eb-14ee-4987-95e7-c6e4413e84bd,1970-01-01,08:10:54,379,andreaenglish@example.com,Gaming,1470.33,1,Mastercard,ESP,ESP,0,Desktop,Linux,0,0,0,54,1
sdv-id-VsvYGM,3e2613ab-a98c-49cf-b25f-3382dbad54e6,1970-01-01,09:11:40,1005,moorekim@example.org,Retail,120.99,1,Amex,ESP,UKR,1,Mobile,Android,1,1,0,2857,1
sdv-id-dRkUyz,f77384cd-a83e-48b1-b6b0-e09f97218986,1970-01-01,09:12:54,829,elizabeth29@example.net,Food,320.39,1,Amex,ESP,USA,1,Desktop,Windows,0,0,0,160,1
sdv-id-OypLxL,b972ff40-a35d-4603-b2c0-d42d2f29ca3e,1970-01-01,13:48:49,964,ryanwest@example.org,Food,720.28,1,Mastercard,ESP,ARG,0,Desktop,iOS,0,1,1,420,1
sdv-id-NTKAIM,edcb8cb6-0692-4c63-9424-aed51bac5c15,1970-01-01,11:34:37,1057,urobinson@example.net,Health,28.8,1,Visa,ESP,ESP,1,Tablet,macOS,0,0,1,2348,0
sdv-id-NHKkVC,379d58f9-dc26-4108-b140-11a1afc2ccfc,1970-01-01,17:20:28,1182,taylor57@example.org,Food,336.49,1,Mastercard,ESP,ESP,1,Mobile,macOS,0,1,1,55,0
sdv-id-MGoTji,781e2d35-2fa1-42bc-b4ce-5f319aff48af,1970-01-01,05:11:09,118,jason59@example.net,Retail,96.3,1,Mastercard,ESP,JPN,1,Mobile,Linux,0,1,1,1127,0
sdv-id-uffPkF,b66db5df-4820-4942-88a5-9343c21ca2c1,1970-01-01,12:42:16,331,nicole74@example.org,Travel,1760.13,1,Visa,ESP,ARE,0,Desktop,macOS,0,1,0,2,1
sdv-id-mGNlia,7387928a-29a3-4b6d-b9bf-ca38afe9be90,1970-01-01,03:43:36,887,wigginschelsea@example.com,Travel,371.79,1,Visa,ESP,ESP,0,Mobile,Windows,1,1,1,17,0
sdv-id-IhANcX,6f2d0a1b-5c49-4fba-a870-6ff9653c669a,1970-01-01,20:35:59,13,stephanie13@example.org,Tech,94.72,1,Mastercard,ESP,MEX,1,Desktop,macOS,1,0,0,2595,0
sdv-id-qYeSlu,2851a8be-2639-4214-85cc-aa931e1e5d91,1970-01-01,04:31:25,1490,llyons@example.net,Travel,1041.52,1,Mastercard,ESP,COL,1,Desktop,iOS,0,0,0,166,1
sdv-id-AxzRhY,dc3f42e0-fcf7-4842-9edf-3bfad12e0eb5,1970-01-01,19:29:41,551,angela98@example.com,Gaming,326.51,1,Mastercard,ESP,ESP,1,Tablet,Windows,1,0,0,775,0
sdv-id-lVAFkv,5fbce31d-cdec-445e-8741-0f48b2c80d8b,1970-01-01,19:47:43,712,katherine28@example.org,Tech,13.72,1,Amex,ESP,ESP,1,Mobile,Android,1,1,1,2121,0
sdv-id-fBzCAJ,2e58e57a-4b4a-420d-a6f3-af262cc6c3c2,1970-01-01,17:17:51,89,hawkinsvalerie@example.com,Health,712.09,1,Amex,ESP,TUR,1,Tablet,Linux,1,0,0,88,0
sdv-id-KlMsFd,e2dff5e3-5469-4a36-9cc4-8e9ccace510f,1970-01-01,05:34:06,147,gthompson@example.com,Travel,1514.62,1,Amex,ESP,ESP,1,Desktop,macOS,1,1,0,530,0
sdv-id-ikqtRd,04b0a4ee-04fc-4a60-b599-9215af36e286,1970-01-01,22:13:07,128,michael37@example.com,Food,66.17,1,Visa,ESP,ESP,1,Tablet,macOS,0,0,1,210,0
sdv-id-LnawAm,6e417d47-5ff5-45ea-9bc4-40f14b1a269b,1970-01-01,21:04:49,1302,hopkinsaaron@example.net,Travel,941.1,1,Visa,ESP,ESP,1,Tablet,macOS,0,1,1,7,1
sdv-id-uQeebT,67f91636-78e5-4c5b-8cc0-49ac2be6cd3f,1970-01-01,04:57:45,865,gardnercarl@example.com,Travel,12.59,1,Amex,ESP,ESP,1,Tablet,Windows,1,0,1,2487,0
